id,status,ticker,direction,contract_symbol,expiry,filled_at,closed_at,playbook,record_class,backfill_audit_id,proof_class,ticker_bucket,pnl_pct,pnl_field,entry_execution_price,entry_execution_basis,exit_execution_price,exit_execution_basis,last_recommendation,last_recommendation_reason,review_count,first_negative_reviewed_at,has_executable_sell_review,best_executable_net_pnl_pct,scan_date,ev_pct,direction_score,quality_score,tech_score,ret5,rsi14,spy_ret5,debit_pct_of_width,root_cause_hint
26,closed,JPM,call,JPM260522C00305000,2026-05-22,2026-04-15T11:00:26.233454-06:00,2026-05-10T17:29:09.587775-06:00,legacy_unlabeled,legacy_or_unknown_tracked,,,,-44.7796,net_pnl_pct,6.5614,manual_fill,3.634,spread_bid_ask,SELL,"Time exit reached after 25 calendar day(s), versus a 20-day limit.",3017,2026-04-15T17:42:17.151285-06:00,True,45.3806,,32.3,80.6,97.1,66.9,4.61,54.4,3.04,,
36,closed,DIA,call,DIA260515C00500000,2026-05-15,2026-04-17T11:00:05.066197-06:00,2026-05-10T17:29:07.195109-06:00,legacy_unlabeled,legacy_or_unknown_tracked,,,,-73.0805,net_pnl_pct,5.9613,manual_fill,1.61,spread_bid_ask,SELL,"Time exit reached after 23 calendar day(s), versus a 14-day limit.",2403,2026-04-17T11:00:25.609669-06:00,True,-22.0053,,38.3,73.7,64.0,75.2,0.77,59.8,4.79,29.8,
39,closed,DIA,call,DIA260515C00495000,2026-05-15,2026-04-20T11:00:08.622712-06:00,2026-05-10T17:29:06.338694-06:00,legacy_unlabeled,legacy_or_unknown_tracked,,,,-42.9751,net_pnl_pct,6.5066,manual_fill,3.7215,spread_bid_ask,SELL,"Time exit reached after 20 calendar day(s), versus a 14-day limit.",2400,2026-04-20T11:00:33.681601-06:00,True,3.0492,,45.9,77.8,62.0,69.6,3.17,65.4,3.13,32.5,
42,closed,JPM,call,JPM260515C00315000,2026-05-15,2026-04-21T11:00:12.465860-06:00,2026-05-10T17:29:05.015492-06:00,legacy_unlabeled,legacy_or_unknown_tracked,,,,-91.8196,net_pnl_pct,5.2003,manual_fill,0.427,spread_bid_ask,SELL,"Time exit reached after 19 calendar day(s), versus a 14-day limit.",2399,2026-04-21T11:00:35.230613-06:00,True,-3.5248,,22.9,76.3,96.6,90.7,1.06,64.3,1.64,34.7,
44,closed,JPM,call,JPM260522C00315000,2026-05-22,2026-04-22T11:00:02.703056-06:00,2026-05-10T17:29:04.629719-06:00,legacy_unlabeled,legacy_or_unknown_tracked,,,,-80.098,net_pnl_pct,4.4298,live_comparable_spread_mid,0.8855,spread_bid_ask,SELL,"Time exit reached after 18 calendar day(s), versus a 14-day limit.",2372,2026-04-23T08:10:10.340082-06:00,True,12.5333,,5.2,67.1,92.4,79.8,0.6,62.7,1.28,29.5,
52,closed,MSFT,call,MSFT260529C00420000,2026-05-29,2026-04-24T08:10:00-06:00,2026-05-13T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,research-only/data-needed,-76.7197,net_pnl_pct,15.18,spread_ask_bid,3.54,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-24,54.49,94.2,64.1,53.7563,-1.0731,81.2437,0.9677,37.95,bullish_pullback_ticker_bucket_not_keep
53,closed,COIN,call,COIN260529C00220000,2026-05-29,2026-04-24T08:10:00-06:00,2026-05-13T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,remove,-61.1832,net_pnl_pct,7.445,spread_ask_bid,2.9,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-24,52.97,92.6,79.0,78.322,-0.9483,56.678,0.9677,37.225,bullish_pullback_ticker_bucket_not_keep
56,closed,DIA,call,DIA260529C00494000,2026-05-29,2026-04-27T08:10:00-06:00,2026-05-15T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,move-to-different-lane,-22.8591,net_pnl_pct,7.9205,spread_ask_bid,6.13,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-27,58.24,71.2,60.7,65.5566,-0.4067,69.4434,0.5351,37.7167,bullish_pullback_ticker_bucket_not_keep
57,closed,JPM,call,JPM260605C00320000,2026-06-05,2026-04-28T08:10:00-06:00,2026-05-15T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,remove,-97.4635,net_pnl_pct,7.4645,spread_ask_bid,0.19,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -97.5%.,0,,False,,2026-04-28,54.68,94.4,73.1,85.64,-1.6909,56.86,0.9101,37.3225,bullish_pullback_ticker_bucket_not_keep
58,closed,MSTR,call,MSTR260529C00170000,2026-05-29,2026-04-28T08:10:00-06:00,2026-05-15T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,research-only/data-needed,-14.0716,net_pnl_pct,7.2475,spread_ask_bid,6.25,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-28,52.875,92.5,68.0,90.7358,-0.9426,64.2642,0.9101,48.3167,bullish_pullback_ticker_bucket_not_keep
60,closed,DIA,call,DIA260529C00496000,2026-05-29,2026-04-28T08:10:00-06:00,2026-05-15T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,move-to-different-lane,-27.487,net_pnl_pct,7.1865,spread_ask_bid,5.23,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-28,67.085,77.3,60.7,49.593,-0.5057,72.907,0.9101,29.9438,bullish_pullback_ticker_bucket_not_keep
61,closed,BAC,call,BAC260529C00053000,2026-05-29,2026-04-29T08:10:00-06:00,2026-05-13T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,remove,-100.0,net_pnl_pct,1.074,spread_ask_bid,0.0,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -100.0%.,0,,False,,2026-04-29,57.53,97.4,79.0,81.6153,-1.5333,60.8847,1.0808,35.8,bullish_pullback_ticker_bucket_not_keep
62,closed,COIN,call,COIN260529C00195000,2026-05-29,2026-04-29T08:10:00-06:00,2026-05-15T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,remove,-21.6731,net_pnl_pct,6.3575,spread_ask_bid,5.0,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-29,51.165,90.7,80.7,67.4268,-0.9441,54.9268,1.0808,42.3833,bullish_pullback_ticker_bucket_not_keep
64,closed,DIA,call,DIA260529C00494000,2026-05-29,2026-04-29T08:10:00-06:00,2026-05-15T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,move-to-different-lane,-8.9289,net_pnl_pct,6.145,spread_ask_bid,5.62,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-29,56.5,70.0,60.7,68.5535,0.0122,73.9465,1.0808,38.4062,bullish_pullback_ticker_bucket_not_keep
69,closed,DIA,call,DIA260529C00493000,2026-05-29,2026-04-30T08:10:00-06:00,2026-05-18T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,move-to-different-lane,-14.921,net_pnl_pct,7.755,spread_ask_bid,6.62,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-30,56.5,70.0,60.4,73.1747,-1.2309,69.3253,0.052,45.6176,bullish_pullback_ticker_bucket_not_keep
70,closed,BA,call,BA260605C00235000,2026-06-05,2026-05-01T08:10:00-06:00,2026-05-19T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,research-only/data-needed,-91.7706,net_pnl_pct,7.751,spread_ask_bid,0.64,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -91.7%.,0,,False,,2026-05-01,51.165,90.7,62.5,86.476,-2.1866,53.976,1.4412,38.755,bullish_pullback_ticker_bucket_not_keep
71,closed,MSFT,call,MSFT260605C00420000,2026-06-05,2026-05-01T08:10:00-06:00,2026-05-20T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,research-only/data-needed,-5.8634,net_pnl_pct,9.917,spread_ask_bid,9.36,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-01,47.365,86.7,62.5,85.1464,-1.917,52.6464,1.4412,24.7925,bullish_pullback_ticker_bucket_not_keep
72,closed,BA,call,BA260605C00230000,2026-06-05,2026-05-04T08:10:00-06:00,2026-05-22T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,research-only/data-needed,-82.4062,net_pnl_pct,7.704,spread_ask_bid,1.36,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-04,49.455,88.9,64.1,86.1382,-2.1769,53.6382,0.9399,38.52,bullish_pullback_ticker_bucket_not_keep
73,closed,MSFT,call,MSFT260605C00415000,2026-06-05,2026-05-04T08:10:00-06:00,2026-05-22T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,research-only/data-needed,-27.4056,net_pnl_pct,12.84,spread_ask_bid,9.34,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-04,47.365,86.7,62.3,75.0452,-2.3974,42.5452,0.9399,32.1,bullish_pullback_ticker_bucket_not_keep
74,closed,MSFT,call,MSFT260605C00420000,2026-06-05,2026-05-05T08:10:00-06:00,2026-05-22T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,research-only/data-needed,-24.5765,net_pnl_pct,9.361,spread_ask_bid,7.08,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-05,43.185,82.3,62.5,72.8839,-2.6364,40.3839,0.3971,23.4025,bullish_pullback_ticker_bucket_not_keep
75,closed,C,call,C260605C00128000,2026-06-05,2026-05-05T08:10:00-06:00,2026-05-22T13:55:00-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,remove,-77.7993,net_pnl_pct,4.6135,spread_ask_bid,1.03,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-05-05,39.1,78.0,65.8,62.5591,-2.718,59.9409,0.3971,38.4458,bullish_pullback_ticker_bucket_not_keep
84,closed,MSTR,call,MSTR260618C00192000,2026-06-18,2026-05-13T08:10:00-06:00,2026-05-30T23:49:57.610933-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,research-only/data-needed,-88.3055,net_pnl_pct,6.0025,spread_ask_bid,0.705,spread_bid_ask,SELL,auto_sell_recommendation,5,2026-05-30T23:30:07.848742-06:00,True,-88.3055,2026-05-13,57.815,97.7,67.9,74.4236,-1.3269,68.0764,1.991,33.3472,bullish_pullback_ticker_bucket_not_keep
87,open,AMZN,call,AMZN260618C00270000,2026-06-18,2026-05-14T08:10:00-06:00,,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,move-to-different-lane,-25.96,net_pnl_pct,8.281,spread_ask_bid,6.1505,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",7,2026-05-30T23:30:05.346479-06:00,False,-25.96,2026-05-14,56.58,96.4,84.5,86.6613,-1.7673,55.8387,1.1556,33.124,bullish_pullback_ticker_bucket_not_keep
88,open,SBUX,call,SBUX260618C00110000,2026-06-18,2026-05-14T08:10:00-06:00,,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,research-only/data-needed,-100.0,net_pnl_pct,2.597,spread_ask_bid,,spread_bid_ask,SELL,Live executable exit hit the risk stop at -100.0% (configured 90.0% stop capped at 50.0% for live review).,8,2026-05-30T23:30:05.192312-06:00,True,-100.0,2026-05-14,45.18,84.4,69.5,73.1044,-0.4604,69.3956,1.1556,25.97,bullish_pullback_ticker_bucket_not_keep
92,open,AMZN,call,AMZN260618C00265000,2026-06-18,2026-05-15T08:10:00-06:00,,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,move-to-different-lane,-0.4325,net_pnl_pct,7.257,spread_ask_bid,7.2515,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",7,2026-05-30T23:29:58.686248-06:00,False,-0.4325,2026-05-15,54.015,93.7,81.8,85.1981,-1.4567,52.6981,2.2677,36.285,bullish_pullback_ticker_bucket_not_keep
93,closed,GOOGL,call,GOOGL260618C00402500,2026-06-18,2026-05-18T08:10:00-06:00,2026-05-30T23:49:47.135735-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,keep-in-current-lane,-83.6131,net_pnl_pct,15.52,spread_ask_bid,2.5475,spread_bid_ask,SELL,auto_sell_recommendation,5,2026-05-30T23:29:57.643920-06:00,True,-83.6131,2026-05-18,53.635,93.3,58.4,66.8623,-1.003,75.6377,0.2101,41.3867,research_backfill_not_live_proof
101,closed,UNH,call,UNH260618C00392500,2026-06-18,2026-05-20T08:10:00-06:00,2026-05-30T23:49:42.951455-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,keep-in-current-lane,-63.125,net_pnl_pct,9.6445,spread_ask_bid,3.566,spread_bid_ask,SELL,auto_sell_recommendation,8,2026-05-30T23:29:49.604028-06:00,True,-63.125,2026-05-20,56.105,95.9,88.0,79.289,-1.8038,63.211,-0.6028,29.6754,research_backfill_not_live_proof
103,open,QQQ,call,QQQ260626C00710000,2026-06-26,2026-05-20T08:10:00-06:00,,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,move-to-different-lane,-10.7169,net_pnl_pct,10.3455,spread_ask_bid,9.26,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",10,2026-05-30T23:29:47.528920-06:00,False,-10.7169,2026-05-20,86.37,90.6,71.2,78.5661,-0.8074,63.9339,-0.6028,51.7275,bullish_pullback_ticker_bucket_not_keep
106,open,QQQ,call,QQQ260626C00722000,2026-06-26,2026-05-22T08:10:00-06:00,,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,move-to-different-lane,-9.7228,net_pnl_pct,10.074,spread_ask_bid,9.118,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",10,2026-05-30T23:29:44.977658-06:00,False,-9.7228,2026-05-22,85.065,89.7,75.8,75.3994,-0.7335,67.1006,-0.7284,47.9714,bullish_pullback_ticker_bucket_not_keep
108,open,AMD,call,AMD260626C00500000,2026-06-26,2026-05-22T08:10:00-06:00,,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,research-only/data-needed,-7.0905,net_pnl_pct,14.9025,spread_ask_bid,13.87,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",10,2026-05-30T23:29:39.997401-06:00,False,-7.0905,2026-05-22,41.095,80.1,56.4,74.2349,-0.0245,68.2651,-0.7284,33.1167,bullish_pullback_ticker_bucket_not_keep
109,closed,GOOGL,call,GOOGL260626C00395000,2026-06-26,2026-05-22T08:10:00-06:00,2026-05-30T23:49:37.276586-06:00,bullish_pullback_observation,main_zero_pick_research_backfill,main_lane_zero_pick_current_algo_v1,ineligible,keep-in-current-lane,-54.2662,net_pnl_pct,9.2505,spread_ask_bid,4.2425,spread_bid_ask,SELL,auto_sell_recommendation,8,2026-05-30T23:29:37.834967-06:00,True,-54.2662,2026-05-22,36.345,75.1,57.6,85.6028,-3.3436,53.1028,-0.7284,26.43,research_backfill_not_live_proof
117,open,SPY,call,SPY260618C00751000,2026-06-18,2026-05-13T08:10:00-06:00,,tracked_winner_primary,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-8.9193,net_pnl_pct,4.795,spread_ask_bid,4.391,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",1,2026-05-31T13:09:33.884979-06:00,False,-8.9193,2026-05-13,56.355,69.9,69.6,85.3365,1.991,69.6635,1.991,39.9583,research_backfill_not_live_proof
119,open,GOOGL,call,GOOGL260618C00405000,2026-06-18,2026-05-14T08:10:00-06:00,,tracked_winner_primary,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-81.9462,net_pnl_pct,10.98,spread_ask_bid,1.987,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",1,2026-05-31T13:09:32.269802-06:00,False,-81.9462,2026-05-14,23.235,61.3,58.4,80.7883,1.1506,74.2117,1.1556,31.3714,research_backfill_not_live_proof
123,open,GOOGL,call,GOOGL260618C00405000,2026-06-18,2026-05-15T08:10:00-06:00,,tracked_winner_primary,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-82.6818,net_pnl_pct,11.4475,spread_ask_bid,1.987,spread_bid_ask,HOLD,"Position remains inside the stop, target, and exit rules.",1,2026-05-31T13:09:31.941925-06:00,False,-82.6818,2026-05-15,22.475,60.5,58.5,69.5172,0.7739,72.9828,2.2677,32.7071,research_backfill_not_live_proof
126,closed,AA,call,AA260417C00074000,2026-04-17,2026-04-09T08:10:00-06:00,2026-04-13T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-52.1616,net_pnl_pct,3.3395,spread_ask_bid,1.61,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-09,56.2,96.0,56.1,92.6474,8.1863,62.3526,3.9472,47.7071,research_backfill_not_live_proof
135,closed,NFLX,call,NFLX260424C00103000,2026-04-24,2026-04-14T08:10:00-06:00,2026-04-17T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-94.4869,net_pnl_pct,2.332,spread_ask_bid,0.13,historical_spread_bid_ask,SELL,Historical executable exit hit the stop loss at -94.4%.,0,,False,,2026-04-14,54.3,94.0,75.6,92.9787,4.2758,62.0213,4.1234,58.3,research_backfill_not_live_proof
142,closed,AMZN,call,AMZN260422C00250000,2026-04-22,2026-04-15T08:10:00-06:00,2026-04-20T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-60.893,net_pnl_pct,3.4005,spread_ask_bid,1.34,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-15,59.145,99.1,58.8,98.2822,16.4897,53.2822,5.3457,27.204,research_backfill_not_live_proof
143,closed,NFLX,call,NFLX260417C00106000,2026-04-17,2026-04-15T08:10:00-06:00,2026-04-16T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-30.9551,net_pnl_pct,1.2775,spread_ask_bid,0.9,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-15,57.53,97.4,73.5,95.3602,7.5491,59.6398,5.3457,63.875,research_backfill_not_live_proof
149,closed,AMZN,call,AMZN260424C00250000,2026-04-24,2026-04-16T08:10:00-06:00,2026-04-20T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-4.6623,net_pnl_pct,2.3655,spread_ask_bid,2.28,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-16,59.05,99.0,58.6,98.2255,12.3164,53.2255,3.5399,18.924,research_backfill_not_live_proof
155,closed,AMZN,call,AMZN260424C00255000,2026-04-24,2026-04-17T08:10:00-06:00,2026-04-21T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-65.0746,net_pnl_pct,3.324,spread_ask_bid,1.17,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-17,57.625,97.5,61.0,95.4049,6.8692,59.5951,3.199,26.592,research_backfill_not_live_proof
157,closed,SPY,call,SPY260424C00707000,2026-04-24,2026-04-17T08:10:00-06:00,2026-04-21T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-44.7752,net_pnl_pct,6.692,spread_ask_bid,3.71,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-17,73.755,81.9,51.7,76.9632,3.199,51.9632,3.199,37.1778,research_backfill_not_live_proof
158,closed,QQQ,call,QQQ260423C00646000,2026-04-23,2026-04-17T08:10:00-06:00,2026-04-20T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-19.8339,net_pnl_pct,6.236,spread_ask_bid,5.02,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-17,73.755,81.9,51.7,67.2123,4.9624,42.2123,3.199,32.8211,research_backfill_not_live_proof
159,closed,XLK,call,XLK260424C00154000,2026-04-24,2026-04-17T08:10:00-06:00,2026-04-21T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-27.8304,net_pnl_pct,2.191,spread_ask_bid,1.6,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-17,72.16,80.8,56.7,65.1739,7.0036,40.1739,3.199,36.5167,research_backfill_not_live_proof
161,closed,DIA,call,DIA260424C00491000,2026-04-24,2026-04-17T08:10:00-06:00,2026-04-21T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-39.5781,net_pnl_pct,5.568,spread_ask_bid,3.38,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-17,60.125,72.5,52.3,72.9794,0.774,62.0206,3.199,46.4,research_backfill_not_live_proof
164,closed,IWM,call,IWM260427C00275000,2026-04-27,2026-04-20T08:10:00-06:00,2026-04-24T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-30.4141,net_pnl_pct,3.7535,spread_ask_bid,2.63,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-20,79.99,86.2,51.3,74.8954,5.5415,49.8954,4.5154,41.7056,research_backfill_not_live_proof
165,closed,SPY,call,SPY260427C00710000,2026-04-27,2026-04-20T08:10:00-06:00,2026-04-24T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-3.5276,net_pnl_pct,5.7995,spread_ask_bid,5.62,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-20,79.12,85.6,51.2,76.4996,4.5154,58.5004,4.5154,32.2194,research_backfill_not_live_proof
168,closed,DIA,call,DIA260424C00494000,2026-04-24,2026-04-20T08:10:00-06:00,2026-04-22T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-34.3434,net_pnl_pct,3.736,spread_ask_bid,2.47,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-20,69.405,78.9,52.1,71.8805,3.1236,63.1195,4.5154,41.5111,research_backfill_not_live_proof
171,closed,IWM,call,IWM260429C00279000,2026-04-29,2026-04-21T08:10:00-06:00,2026-04-27T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-76.6128,net_pnl_pct,3.7795,spread_ask_bid,0.89,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-21,78.685,85.3,53.2,75.337,4.6327,59.663,3.2969,41.9944,research_backfill_not_live_proof
173,closed,XLK,call,XLK260424C00155000,2026-04-24,2026-04-21T08:10:00-06:00,2026-04-23T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-84.8311,net_pnl_pct,2.1495,spread_ask_bid,0.33,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-21,76.945,84.1,59.7,71.047,6.1466,46.047,3.2969,53.7375,research_backfill_not_live_proof
175,closed,SLB,call,SLB260501C00054000,2026-05-01,2026-04-22T08:10:00-06:00,2026-04-27T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-18.0025,net_pnl_pct,1.596,spread_ask_bid,1.33,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-22,43.945,83.1,53.8,97.5736,2.4859,57.4264,1.3852,53.2,research_backfill_not_live_proof
177,closed,SLB,call,SLB260501C00055000,2026-05-01,2026-04-23T08:10:00-06:00,2026-04-27T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-30.6237,net_pnl_pct,1.401,spread_ask_bid,0.99,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-23,48.79,88.2,53.2,98.3183,3.6818,53.3183,1.6101,46.7,research_backfill_not_live_proof
179,closed,IWM,call,IWM260430C00277000,2026-04-30,2026-04-23T08:10:00-06:00,2026-04-27T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-31.6056,net_pnl_pct,3.2345,spread_ask_bid,2.23,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-23,76.655,83.9,52.6,96.1684,2.6319,58.8316,1.6101,35.9389,research_backfill_not_live_proof
181,closed,XLK,call,XLK260501C00157000,2026-05-01,2026-04-23T08:10:00-06:00,2026-04-27T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-9.5117,net_pnl_pct,3.3225,spread_ask_bid,3.03,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-23,40.26,58.8,58.8,65.0,5.183,100.0,1.6101,55.375,research_backfill_not_live_proof
182,closed,SLB,call,SLB260501C00055000,2026-05-01,2026-04-24T08:10:00-06:00,2026-04-28T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-25.0814,net_pnl_pct,1.202,spread_ask_bid,0.92,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-24,46.985,86.3,53.0,93.5692,5.8187,61.4308,0.9677,40.0667,research_backfill_not_live_proof
183,closed,MSTR,call,MSTR260501C00177500,2026-05-01,2026-04-24T08:10:00-06:00,2026-04-28T13:55:00-06:00,short_term,all_lanes_zero_pick_research_backfill,all_lanes_zero_pick_current_algo_v1,ineligible,,-75.7957,net_pnl_pct,4.1055,spread_ask_bid,1.0,historical_spread_bid_ask,SELL,historical_backfill_time_exit_elapsed,0,,False,,2026-04-24,42.71,81.8,60.5,88.1248,15.7983,66.8752,0.9677,23.46,research_backfill_not_live_proof
